ID;loja;date;GMV;TR;onus;Comissao;Dolar_Ultimo;Dolar_Aertura;Dolar_Maxima;Dolar_Minima;Dolar_Var;Bov_Abertura;Bov_Fechamento;Bov_Variacao;Bov_Minimo;Bov_Maximo;Bov_Volume;;;;;;;;
2773;Loja 8;01/01/2019;2573;17;7719;192;3,8813;3,8813;3,8813;3,8813;3,8813;87887;91012;3,56;87536;91479;17400000;;;;;;;;
2774;Loja 8;02/01/2019;7107;42;21325;533;3,79;3,8786;3,8786;3,8971;3,7828;87887;91012;3,56;87536;91479;17400000;;;;;;;;
2775;Loja 8;03/01/2019;13121;63;39362;983;3,7565;3,796;3,796;3,8074;3,7376;91011;91546;0,59;89922;91596;18220000;;;;;;;;
2776;Loja 8;04/01/2019;12376;63;37130;926;3,7155;3,7593;3,7593;3,785;3,7088;91577;91841;0,32;90824;92701;16760000;;;;;;;;
2777;Loja 8;05/01/2019;10719;58;35245;880;3,7155;3,7593;3,7593;3,785;3,7088;91577;91841;0,32;90824;92701;16760000;;;;;;;;
2778;Loja 8;06/01/2019;6642;34;19925;497;3,7155;3,7593;3,7593;3,785;3,7088;91577;91841;0,32;90824;92701;16760000;;;;;;;;
2779;Loja 8;07/01/2019;14280;70;42843;1070;3,7356;3,7139;3,7139;3,7384;3,6898;91845;91699;-0,15;91288;92552;14910000;;;;;;;;
2780;Loja 8;08/01/2019;13704;60;39038;975;3,7133;3,7373;3,7373;3,7412;3,7034;91699;92032;0,36;91064;92231;14170000;;;;;;;;
2781;Loja 8;09/01/2019;16914;78;50730;1258;3,6807;3,7138;3,7138;3,7155;3,6743;92033;93613;1,72;92028;93626;16510000;;;;;;;;
2782;Loja 8;10/01/2019;13961;71;41366;1032;3,7105;3,6807;3,6807;3,7249;3,6746;93599;93802;0,2;93050;93987;14250000;;;;;;;;
2783;Loja 8;11/01/2019;18977;73;56916;1420;3,7113;3,6943;3,6943;3,73;3,6913;93806;93658;-0,15;93359;93961;15000000;;;;;;;;
2784;Loja 8;12/01/2019;12303;57;36898;921;3,7113;3,6943;3,6943;3,73;3,6913;93806;93658;-0,15;93359;93961;15000000;;;;;;;;
2785;Loja 8;13/01/2019;15373;69;45132;1126;3,7113;3,6943;3,6943;3,73;3,6913;93806;93658;-0,15;93359;93961;15000000;;;;;;;;
2786;Loja 8;14/01/2019;24172;107;156619;3127;3,6991;3,7121;3,7121;3,7357;3,6846;93645;94474;0,87;93335;94474;13730000;;;;;;;;
2787;Loja 8;15/01/2019;42790;151;232563;4650;3,7172;3,7024;3,7024;3,7325;3,6947;94474;94056;-0,44;93402;94695;14940000;;;;;;;;
2788;Loja 8;16/01/2019;36908;161;197387;3942;3,7366;3,7151;3,7151;3,7381;3,7084;94057;94393;0,36;93687;94393;20150000;;;;;;;;
2789;Loja 8;17/01/2019;17677;76;62467;1480;3,7504;3,7329;3,7329;3,7744;3,7262;94393;95351;1,01;93950;95682;15870000;;;;;;;;
2790;Loja 8;18/01/2019;7919;48;22276;555;3,7517;3,748;3,748;3,7743;3,7285;95386;96097;0,78;95386;96396;16750000;;;;;;;;
2791;Loja 8;19/01/2019;6848;35;20540;512;3,7517;3,748;3,748;3,7743;3,7285;95386;96097;0,78;95386;96396;16750000;;;;;;;;
2792;Loja 8;20/01/2019;9977;42;29939;748;3,7517;3,748;3,748;3,7743;3,7285;95386;96097;0,78;95386;96396;16750000;;;;;;;;
2793;Loja 8;21/01/2019;15027;62;45086;1127;3,755;3,7609;3,7609;3,7811;3,7541;96093;96010;-0,09;94863;96093;19450000;;;;;;;;
2794;Loja 8;22/01/2019;13469;70;40412;1009;3,8152;3,7545;3,7545;3,8173;3,7457;96008;95103;-0,94;94662;96070;13840000;;;;;;;;
2795;Loja 8;23/01/2019;18338;81;55014;1375;3,7663;3,7943;3,7943;3,8134;3,7561;95116;96558;1,53;95116;96576;14480000;;;;;;;;
2796;Loja 8;24/01/2019;15092;72;45277;1131;3,7733;3,7746;3,7746;3,7955;3,7381;96558;97677;1,16;96558;97677;15120000;;;;;;;;
2797;Loja 8;25/01/2019;13867;63;41612;1040;3,7708;3,7713;3,7713;3,7713;3,7708;96558;97677;1,16;96558;97677;15120000;;;;;;;;
2798;Loja 8;26/01/2019;15157;50;45473;1136;3,7708;3,7713;3,7713;3,7713;3,7708;96558;97677;1,16;96558;97677;15120000;;;;;;;;
2799;Loja 8;27/01/2019;14469;60;43409;1085;3,7708;3,7713;3,7713;3,7713;3,7708;96558;97677;1,16;96558;97677;15120000;;;;;;;;
2800;Loja 8;28/01/2019;16137;84;48412;1210;3,7619;3,778;3,778;3,7878;3,75;97674;95444;-2,29;94783;97937;24630000;;;;;;;;
2801;Loja 8;29/01/2019;15718;83;47160;1179;3,7202;3,7617;3,7617;3,7648;3,715;95508;95639;0,2;95508;96751;17040000;;;;;;;;
2802;Loja 8;30/01/2019;17949;91;53849;1346;3,685;3,7205;3,7205;3,7321;3,6741;95643;96996;1,42;95643;97107;18630000;;;;;;;;
2803;Loja 8;31/01/2019;17867;82;53593;1339;3,644;3,6865;3,6865;3,6865;3,6358;96996;97394;0,41;96996;98405;19650000;;;;;;;;
2804;Loja 8;01/02/2019;12794;57;38384;959;3,6597;3,6455;3,6455;3,6822;3,6376;97395;97861;0,48;96990;98044;14080000;;;;;;;;
2805;Loja 8;02/02/2019;11693;53;35080;875;3,6597;3,6455;3,6455;3,6822;3,6376;97395;97861;0,48;96990;98044;14080000;;;;;;;;
2806;Loja 8;03/02/2019;9686;47;29059;726;3,6597;3,6455;3,6455;3,6822;3,6376;97395;97861;0,48;96990;98044;14080000;;;;;;;;
2807;Loja 8;04/02/2019;28865;135;276735;5288;3,6687;3,6597;3,6597;3,6877;3,6592;97861;98589;0,74;96901;98589;14050000;;;;;;;;
2808;Loja 8;05/02/2019;14874;85;44629;1115;3,6698;3,6637;3,6637;3,6846;3,661;98587;98311;-0,28;97596;98587;16300000;;;;;;;;
2809;Loja 8;06/02/2019;30206;117;90617;2265;3,6983;3,6696;3,6696;3,7161;3,6672;98308;94636;-3,74;94636;98308;17230000;;;;;;;;
2810;Loja 8;07/02/2019;16244;78;52150;1303;3,7167;3,6996;3,6996;3,7375;3,699;94654;94114;-0,55;93507;95642;11630000;;;;;;;;
2811;Loja 8;08/02/2019;14709;67;44129;1103;3,7292;3,7195;3,7195;3,7477;3,7027;94401;95343;1,31;93424;95486;16160000;;;;;;;;
2812;Loja 8;09/02/2019;10042;63;30126;753;3,7292;3,7195;3,7195;3,7477;3,7027;94401;95343;1,31;93424;95486;16160000;;;;;;;;
2813;Loja 8;10/02/2019;11318;55;33954;848;3,7292;3,7195;3,7195;3,7477;3,7027;94401;95343;1,31;93424;95486;16160000;;;;;;;;
2814;Loja 8;11/02/2019;16829;87;88619;1891;3,7577;3,7312;3,7312;3,7747;3,7274;95351;94413;-0,98;93737;95499;12500000;;;;;;;;
2815;Loja 8;12/02/2019;19515;94;58550;1463;3,7098;3,7437;3,7437;3,747;3,7021;94420;96168;1,86;94420;96571;16640000;;;;;;;;
2816;Loja 8;13/02/2019;21326;95;63974;1597;3,7544;3,7104;3,7104;3,7619;3,7104;96169;96122;-0,05;95389;96804;12080000;;;;;;;;
2817;Loja 8;14/02/2019;13678;73;41036;1025;3,7233;3,7514;3,7514;3,7952;3,7137;95843;98015;1,97;94915;98019;18090000;;;;;;;;
2818;Loja 8;15/02/2019;16335;93;49008;1224;3,7008;3,7203;3,7203;3,7264;3,6983;98015;97526;-0,5;97083;98238;14810000;;;;;;;;
2819;Loja 8;16/02/2019;9372;50;28119;702;3,7008;3,7203;3,7203;3,7264;3,6983;98015;97526;-0,5;97083;98238;14810000;;;;;;;;
2820;Loja 8;17/02/2019;14937;65;44807;1120;3,7008;3,7203;3,7203;3,7264;3,6983;98015;97526;-0,5;97083;98238;14810000;;;;;;;;
2821;Loja 8;18/02/2019;37049;149;418648;7666;3,7353;3,7012;3,7012;3,7422;3,7012;97527;96510;-1,04;96239;97527;18080000;;;;;;;;
2822;Loja 8;19/02/2019;11250;65;33746;843;3,7231;3,7334;3,7334;3,7449;3,7029;96513;97659;1,19;96513;98185;15270000;;;;;;;;
2823;Loja 8;20/02/2019;19863;84;59591;1489;3,7277;3,7243;3,7243;3,7372;3,69;97661;96545;-1,14;96545;98544;17530000;;;;;;;;
2824;Loja 8;21/02/2019;18639;70;55919;1397;3,7696;3,7256;3,7256;3,7721;3,7149;96546;96932;0,4;95793;97231;16240000;;;;;;;;
2825;Loja 8;22/02/2019;18946;68;56847;1420;3,7485;3,7683;3,7683;3,7683;3,7262;96929;97886;0,98;96929;97887;13990000;;;;;;;;
2826;Loja 8;23/02/2019;17253;64;51759;1293;3,7485;3,7683;3,7683;3,7683;3,7262;96929;97886;0,98;96929;97887;13990000;;;;;;;;
2827;Loja 8;24/02/2019;12488;59;37464;936;3,7485;3,7683;3,7683;3,7683;3,7262;96929;97886;0,98;96929;97887;13990000;;;;;;;;
2828;Loja 8;25/02/2019;13155;59;39468;985;3,7521;3,7468;3,7468;3,7523;3,7193;97881;97240;-0,66;97087;98190;12570000;;;;;;;;
2829;Loja 8;26/02/2019;17185;73;51564;1287;3,7489;3,7519;3,7519;3,7666;3,7378;97242;97603;0,37;97235;97904;11370000;;;;;;;;
2830;Loja 8;27/02/2019;11126;64;33372;833;3,7287;3,7444;3,7444;3,7478;3,7217;97603;97307;-0,3;96886;97782;12710000;;;;;;;;
2831;Loja 8;28/02/2019;15253;81;45759;1143;3,7514;3,7258;3,7258;3,7592;3,7171;97307;95584;-1,77;95364;97528;17050000;;;;;;;;
2832;Loja 8;01/03/2019;9671;48;29014;725;3,7752;3,7511;3,7511;3,7957;3,7456;95584;94604;-1,03;94394;96113;13560000;;;;;;;;
2833;Loja 8;02/03/2019;12043;45;36137;902;3,7752;3,7511;3,7511;3,7957;3,7456;95584;94604;-1,03;94394;96113;13560000;;;;;;;;
2834;Loja 8;03/03/2019;6639;38;19919;497;3,7752;3,7511;3,7511;3,7957;3,7456;95584;94604;-1,03;94394;96113;13560000;;;;;;;;
2835;Loja 8;04/03/2019;10475;52;31423;785;3,7755;3,7742;3,7742;3,7755;3,7742;95584;94604;-1,03;94394;96113;13560000;;;;;;;;
2836;Loja 8;05/03/2019;7304;37;21916;547;3,7755;3,7755;3,7755;3,7755;3,7755;95584;94604;-1,03;94394;96113;13560000;;;;;;;;
2837;Loja 8;06/03/2019;16883;85;50648;1266;3,8401;3,7763;3,7763;3,8451;3,7746;94604;94217;-0,41;93945;94889;8670000;;;;;;;;
2838;Loja 8;07/03/2019;19197;84;57593;1439;3,8704;3,8405;3,8405;3,9028;3,8159;94216;94340;0,13;93729;94532;13160000;;;;;;;;
2839;Loja 8;08/03/2019;14662;81;43990;1099;3,8668;3,8708;3,8708;3,9032;3,8493;94340;95365;1,09;93305;95476;16240000;;;;;;;;
2840;Loja 8;09/03/2019;8920;54;34847;870;3,8668;3,8708;3,8708;3,9032;3,8493;94340;95365;1,09;93305;95476;16240000;;;;;;;;
2841;Loja 8;10/03/2019;11906;59;39168;979;3,8668;3,8708;3,8708;3,9032;3,8493;94340;95365;1,09;93305;95476;16240000;;;;;;;;
2842;Loja 8;11/03/2019;19978;91;109853;2246;3,8403;3,8678;3,8678;3,8685;3,8342;95384;98027;2,79;95384;98027;14630000;;;;;;;;
2843;Loja 8;12/03/2019;17369;89;97848;1988;3,8114;3,8399;3,8399;3,8445;3,8009;98038;97828;-0,2;97267;98150;12860000;;;;;;;;
